t,frac_C,frac_D,frac_L,avg_res,CC_ratio,CD_ratio,DD_ratio,CL_ratio,DL_ratio,LL_ratio,C_perimeter,D_perimeter,L_perimeter,C_perimeter_ratio,D_perimeter_ratio,L_perimeter_ratio
8507,0.3264,0.6428,0.0308,71.09564036339178,0.2094,0.2332,0.5164,0.0008,0.0196,0.0206,1170,1264,102,0.234,0.2528,0.0204
8508,0.3056,0.6648,0.0296,71.00887976028801,0.1944,0.2218,0.5438,0.0006,0.0202,0.0192,1112,1210,104,0.2224,0.242,0.0208
8509,0.3076,0.664,0.0284,70.83478829105158,0.192,0.2298,0.5392,0.0014,0.0198,0.0178,1156,1248,106,0.2312,0.2496,0.0212
8510,0.2968,0.6756,0.0276,70.68291415622882,0.191,0.2104,0.5598,0.0012,0.0212,0.0164,1058,1158,112,0.2116,0.2316,0.0224
8511,0.3092,0.664,0.0268,70.47250937223313,0.2038,0.2094,0.5486,0.0014,0.0214,0.0154,1054,1154,114,0.2108,0.2308,0.0228
8512,0.3148,0.6548,0.0304,70.31329432879075,0.2042,0.2196,0.5354,0.0016,0.0192,0.02,1106,1194,104,0.2212,0.2388,0.0208
8513,0.3144,0.6496,0.036,70.19120865638843,0.204,0.2194,0.5294,0.0014,0.021,0.0248,1104,1202,112,0.2208,0.2404,0.0224
8514,0.3176,0.642,0.0404,70.07279303098093,0.2046,0.2242,0.5188,0.0018,0.0222,0.0284,1130,1232,120,0.226,0.2464,0.024
8515,0.3092,0.6476,0.0432,69.97755789974877,0.2032,0.2104,0.5308,0.0016,0.0232,0.0308,1060,1168,124,0.212,0.2336,0.0248
8516,0.3152,0.6384,0.0464,69.8390452923048,0.2062,0.216,0.5172,0.002,0.0264,0.0322,1090,1212,142,0.218,0.2424,0.0284
8517,0.3256,0.6224,0.052,69.73458352420059,0.211,0.2268,0.4944,0.0024,0.0292,0.0362,1146,1280,158,0.2292,0.256,0.0316
8518,0.3128,0.6324,0.0548,69.68550890130678,0.2016,0.2194,0.5078,0.003,0.0298,0.0384,1112,1246,164,0.2224,0.2492,0.0328
8519,0.31,0.6244,0.0656,69.57976764060425,0.1992,0.2198,0.4984,0.0018,0.0322,0.0486,1108,1260,170,0.2216,0.252,0.034
8520,0.2948,0.6284,0.0768,69.4798048223204,0.1868,0.2134,0.5024,0.0026,0.0386,0.0562,1080,1260,206,0.216,0.252,0.0412
8521,0.2872,0.6268,0.086,69.32689564431338,0.1846,0.2012,0.5064,0.004,0.0396,0.0642,1026,1204,218,0.2052,0.2408,0.0436
8522,0.2932,0.6116,0.0952,69.14518025117724,0.1938,0.1968,0.4944,0.002,0.0376,0.0754,994,1172,198,0.1988,0.2344,0.0396
8523,0.2988,0.5912,0.11,69.00219317297443,0.1978,0.1998,0.472,0.0022,0.0386,0.0896,1010,1192,204,0.202,0.2384,0.0408
8524,0.3096,0.5724,0.118,68.90460682396335,0.2066,0.2026,0.4518,0.0034,0.0386,0.097,1030,1206,210,0.206,0.2412,0.042
8525,0.3104,0.5696,0.12,68.85989428909751,0.2154,0.1862,0.4588,0.0038,0.0354,0.1004,950,1108,196,0.19,0.2216,0.0392
8526,0.3284,0.5596,0.112,68.80234135753888,0.2318,0.1892,0.4486,0.004,0.0328,0.0936,966,1110,184,0.1932,0.222,0.0368
8527,0.3468,0.5452,0.108,68.81000532520339,0.2426,0.2036,0.4274,0.0048,0.032,0.0896,1042,1178,184,0.2084,0.2356,0.0368
8528,0.3476,0.5464,0.106,68.89739299039402,0.2394,0.2122,0.4238,0.0042,0.033,0.0874,1082,1226,186,0.2164,0.2452,0.0372
8529,0.3408,0.556,0.1032,68.99030790844121,0.2328,0.2114,0.4332,0.0046,0.0342,0.0838,1080,1228,194,0.216,0.2456,0.0388
8530,0.3452,0.5476,0.1072,69.04863522359952,0.2334,0.218,0.42,0.0056,0.0372,0.0858,1118,1276,214,0.2236,0.2552,0.0428
8531,0.3476,0.5532,0.0992,69.12966797783623,0.2338,0.2218,0.4258,0.0058,0.033,0.0798,1138,1274,194,0.2276,0.2548,0.0388
8532,0.3488,0.558,0.0932,69.21245547778595,0.233,0.2256,0.4278,0.006,0.0348,0.0728,1158,1302,204,0.2316,0.2604,0.0408
8533,0.3476,0.5588,0.0936,69.29509076476745,0.2322,0.222,0.431,0.0088,0.0336,0.0724,1154,1278,212,0.2308,0.2556,0.0424
8534,0.3432,0.5652,0.0916,69.36324663741603,0.2236,0.2322,0.4316,0.007,0.035,0.0706,1196,1336,210,0.2392,0.2672,0.042
8535,0.33,0.5796,0.0904,69.42792936915353,0.21,0.2322,0.4462,0.0078,0.0346,0.0692,1200,1334,212,0.24,0.2668,0.0424
8536,0.318,0.5964,0.0856,69.43860973705422,0.2044,0.2208,0.4704,0.0064,0.0312,0.0668,1136,1260,188,0.2272,0.252,0.0376
8537,0.318,0.6028,0.0792,69.3927473411935,0.2072,0.2134,0.4806,0.0082,0.031,0.0596,1108,1222,196,0.2216,0.2444,0.0392
8538,0.3232,0.6016,0.0752,69.33315123672067,0.2104,0.2182,0.4766,0.0074,0.0318,0.0556,1128,1250,196,0.2256,0.25,0.0392
8539,0.3184,0.6096,0.072,69.30072894266515,0.2064,0.2174,0.483,0.0066,0.0358,0.0508,1120,1266,212,0.224,0.2532,0.0424
8540,0.3208,0.612,0.0672,69.2513105737976,0.2048,0.2238,0.4806,0.0082,0.039,0.0436,1160,1314,236,0.232,0.2628,0.0472
8541,0.3328,0.6024,0.0648,69.21602048162102,0.216,0.2252,0.4714,0.0084,0.0368,0.0422,1168,1310,226,0.2336,0.262,0.0452
8542,0.342,0.5916,0.0664,69.22848394655148,0.2198,0.236,0.456,0.0084,0.0352,0.0446,1222,1356,218,0.2444,0.2712,0.0436
8543,0.3428,0.5904,0.0668,69.28941288200991,0.2196,0.24,0.4514,0.0064,0.038,0.0446,1232,1390,222,0.2464,0.278,0.0444
8544,0.3392,0.5948,0.066,69.35803756974012,0.2192,0.2366,0.4578,0.0034,0.0374,0.0456,1200,1370,204,0.24,0.274,0.0408
8545,0.3456,0.5836,0.0708,69.4120231713873,0.2268,0.233,0.4488,0.0046,0.0366,0.0502,1188,1348,206,0.2376,0.2696,0.0412
8546,0.3364,0.5976,0.066,69.48690423482176,0.221,0.2278,0.4642,0.003,0.039,0.045,1154,1334,210,0.2308,0.2668,0.042
8547,0.3384,0.5956,0.066,69.51700685565928,0.218,0.2384,0.4576,0.0024,0.0376,0.046,1204,1380,200,0.2408,0.276,0.04
8548,0.3352,0.6024,0.0624,69.56794168458471,0.2156,0.2368,0.4638,0.0024,0.0404,0.041,1196,1386,214,0.2392,0.2772,0.0428
8549,0.3328,0.602,0.0652,69.60027761496215,0.2118,0.2388,0.4624,0.0032,0.0404,0.0434,1210,1396,218,0.242,0.2792,0.0436
8550,0.322,0.6116,0.0664,69.62792270898026,0.2056,0.2294,0.4768,0.0034,0.0402,0.0446,1164,1348,218,0.2328,0.2696,0.0436
8551,0.3296,0.598,0.0724,69.60622489086657,0.212,0.2318,0.4614,0.0034,0.0414,0.05,1176,1366,224,0.2352,0.2732,0.0448
8552,0.33,0.5984,0.0716,69.62622554633525,0.216,0.2246,0.4672,0.0034,0.0378,0.051,1140,1312,206,0.228,0.2624,0.0412
8553,0.3372,0.5956,0.0672,69.63995900304946,0.2212,0.2284,0.4638,0.0036,0.0352,0.0478,1160,1318,194,0.232,0.2636,0.0388
8554,0.3356,0.6004,0.064,69.68288781591204,0.2236,0.2206,0.471,0.0034,0.0382,0.0432,1120,1294,208,0.224,0.2588,0.0416
8555,0.3412,0.5896,0.0692,69.70866242282877,0.2218,0.2346,0.4498,0.0042,0.045,0.0446,1194,1398,246,0.2388,0.2796,0.0492
8556,0.3344,0.5924,0.0732,69.77507108938806,0.2188,0.2272,0.458,0.004,0.0416,0.0504,1156,1344,228,0.2312,0.2688,0.0456
8557,0.3304,0.6,0.0696,69.8090587354661,0.2116,0.234,0.4636,0.0036,0.0388,0.0484,1188,1364,212,0.2376,0.2728,0.0424
8558,0.3244,0.6064,0.0692,69.83366310679165,0.204,0.2366,0.4678,0.0042,0.0406,0.0468,1204,1386,224,0.2408,0.2772,0.0448
8559,0.308,0.618,0.074,69.83570170785421,0.1906,0.2306,0.4836,0.0042,0.0382,0.0528,1174,1344,212,0.2348,0.2688,0.0424
8560,0.2896,0.6352,0.0752,69.77480923417052,0.1786,0.2184,0.5072,0.0036,0.0376,0.0546,1110,1280,206,0.222,0.256,0.0412
8561,0.2864,0.6324,0.0812,69.63981102531298,0.1788,0.2106,0.5064,0.0046,0.0414,0.0582,1076,1260,230,0.2152,0.252,0.046
8562,0.278,0.6392,0.0828,69.49730048260544,0.1732,0.2056,0.5138,0.004,0.0452,0.0582,1048,1254,246,0.2096,0.2508,0.0492
8563,0.282,0.6284,0.0896,69.32893877925943,0.1828,0.1938,0.5092,0.0046,0.0446,0.065,992,1192,246,0.1984,0.2384,0.0492
8564,0.292,0.6148,0.0932,69.1779900202848,0.1878,0.2022,0.4914,0.0062,0.0446,0.0678,1042,1234,254,0.2084,0.2468,0.0508
8565,0.2836,0.622,0.0944,69.08447582668502,0.1794,0.2016,0.4992,0.0068,0.044,0.069,1042,1228,254,0.2084,0.2456,0.0508
8566,0.2916,0.6112,0.0972,68.96427453917482,0.1874,0.2006,0.4888,0.0078,0.0442,0.0712,1042,1224,260,0.2084,0.2448,0.052
8567,0.2984,0.6048,0.0968,68.88029578177282,0.1884,0.2128,0.4764,0.0072,0.044,0.0712,1100,1284,256,0.22,0.2568,0.0512
8568,0.2896,0.616,0.0944,68.8393442371438,0.184,0.2056,0.4878,0.0056,0.0508,0.0662,1056,1282,282,0.2112,0.2564,0.0564
8569,0.2876,0.6156,0.0968,68.75984704032864,0.184,0.2034,0.4878,0.0038,0.0522,0.0688,1036,1278,280,0.2072,0.2556,0.056
8570,0.2772,0.6196,0.1032,68.68034033928369,0.1746,0.202,0.4904,0.0032,0.0564,0.0734,1026,1292,298,0.2052,0.2584,0.0596
8571,0.2672,0.6292,0.1036,68.5703270033023,0.1682,0.1956,0.5042,0.0024,0.0544,0.0752,990,1250,284,0.198,0.25,0.0568
8572,0.27,0.6148,0.1152,68.42235437034655,0.1684,0.1994,0.4874,0.0038,0.0554,0.0856,1016,1274,296,0.2032,0.2548,0.0592
8573,0.272,0.6096,0.1184,68.30436242559898,0.169,0.2016,0.4802,0.0044,0.0572,0.0876,1030,1294,308,0.206,0.2588,0.0616
8574,0.2708,0.608,0.1212,68.20299015511975,0.1632,0.2086,0.479,0.0066,0.0494,0.0932,1076,1290,280,0.2152,0.258,0.056
8575,0.2676,0.616,0.1164,68.10715747670024,0.1582,0.214,0.483,0.0048,0.052,0.088,1094,1330,284,0.2188,0.266,0.0568
8576,0.2476,0.6348,0.1176,68.00766367276022,0.1412,0.2088,0.5024,0.004,0.056,0.0876,1064,1324,300,0.2128,0.2648,0.06
8577,0.2416,0.6372,0.1212,67.83373844175578,0.138,0.2022,0.5064,0.005,0.0594,0.089,1036,1308,322,0.2072,0.2616,0.0644
8578,0.2308,0.6476,0.1216,67.64082098033442,0.136,0.185,0.5254,0.0046,0.0594,0.0896,948,1222,320,0.1896,0.2444,0.064
8579,0.2336,0.646,0.1204,67.40216224880193,0.1436,0.173,0.5292,0.007,0.0606,0.0866,900,1168,338,0.18,0.2336,0.0676
8580,0.2428,0.6404,0.1168,67.16888442111436,0.1484,0.1824,0.5196,0.0064,0.0592,0.084,944,1208,328,0.1888,0.2416,0.0656
8581,0.254,0.6328,0.1132,66.9933699394294,0.1508,0.1974,0.5038,0.009,0.0606,0.0784,1032,1290,348,0.2064,0.258,0.0696
8582,0.2568,0.632,0.1112,66.88177152361956,0.1538,0.1962,0.5026,0.0098,0.0626,0.075,1030,1294,362,0.206,0.2588,0.0724
8583,0.2528,0.6324,0.1148,66.7828131372037,0.1502,0.1968,0.5038,0.0084,0.0604,0.0804,1026,1286,344,0.2052,0.2572,0.0688
8584,0.2572,0.6312,0.1116,66.68182415859026,0.1558,0.1946,0.5032,0.0082,0.0614,0.0768,1014,1280,348,0.2028,0.256,0.0696
8585,0.2528,0.63,0.1172,66.59540813332444,0.1544,0.1888,0.501,0.008,0.0692,0.0786,984,1290,386,0.1968,0.258,0.0772
8586,0.2516,0.63,0.1184,66.49459652969107,0.1546,0.1868,0.5022,0.0072,0.0688,0.0804,970,1278,380,0.194,0.2556,0.076
8587,0.2476,0.6276,0.1248,66.39337388767929,0.1552,0.1776,0.5046,0.0072,0.0684,0.087,924,1230,378,0.1848,0.246,0.0756
8588,0.2516,0.62,0.1284,66.27812458824282,0.1602,0.1744,0.499,0.0084,0.0676,0.0904,914,1210,380,0.1828,0.242,0.076
8589,0.2556,0.6136,0.1308,66.18200787617418,0.1638,0.1756,0.4888,0.008,0.074,0.0898,918,1248,410,0.1836,0.2496,0.082
8590,0.258,0.6072,0.1348,66.11115071665449,0.1694,0.1694,0.485,0.0078,0.075,0.0934,886,1222,414,0.1772,0.2444,0.0828
8591,0.266,0.5876,0.1464,66.05108898869312,0.174,0.1754,0.4614,0.0086,0.077,0.1036,920,1262,428,0.184,0.2524,0.0856
8592,0.2716,0.5792,0.1492,66.04093579228751,0.1792,0.1742,0.4558,0.0106,0.0726,0.1076,924,1234,416,0.1848,0.2468,0.0832
8593,0.2776,0.5768,0.1456,66.0489154820622,0.1842,0.1746,0.4544,0.0122,0.0702,0.1044,934,1224,412,0.1868,0.2448,0.0824
8594,0.2832,0.5656,0.1512,66.07112129693088,0.1876,0.1802,0.4418,0.011,0.0674,0.112,956,1238,392,0.1912,0.2476,0.0784
8595,0.3,0.5492,0.1508,66.12387805532545,0.2032,0.1846,0.4228,0.009,0.0682,0.1122,968,1264,386,0.1936,0.2528,0.0772
8596,0.3096,0.5376,0.1528,66.24248607831932,0.2126,0.1874,0.4082,0.0066,0.0714,0.1138,970,1294,390,0.194,0.2588,0.078
8597,0.322,0.528,0.15,66.39619447111036,0.2224,0.1924,0.3994,0.0068,0.0648,0.1142,996,1286,358,0.1992,0.2572,0.0716
8598,0.3168,0.5408,0.1424,66.58629038392256,0.217,0.1918,0.4138,0.0078,0.0622,0.1074,998,1270,350,0.1996,0.254,0.07
8599,0.3344,0.5256,0.14,66.73158159451738,0.2318,0.1954,0.398,0.0098,0.0598,0.1052,1026,1276,348,0.2052,0.2552,0.0696
8600,0.3372,0.5236,0.1392,66.92630585375571,0.2334,0.1976,0.3934,0.01,0.0628,0.1028,1038,1302,364,0.2076,0.2604,0.0728
8601,0.3432,0.5192,0.1376,67.11574547280897,0.2404,0.1952,0.3926,0.0104,0.058,0.1034,1028,1266,342,0.2056,0.2532,0.0684
8602,0.3512,0.5164,0.1324,67.30570069066705,0.241,0.212,0.3808,0.0084,0.0592,0.0986,1102,1356,338,0.2204,0.2712,0.0676
8603,0.3436,0.534,0.1224,67.52798386667361,0.2338,0.2108,0.4,0.0088,0.0572,0.0894,1098,1340,330,0.2196,0.268,0.066
8604,0.3504,0.5252,0.1244,67.69507451803972,0.2426,0.2066,0.3928,0.009,0.0582,0.0908,1078,1324,336,0.2156,0.2648,0.0672
8605,0.3556,0.52,0.1244,67.87198659578652,0.2472,0.2094,0.3862,0.0074,0.0582,0.0916,1084,1338,328,0.2168,0.2676,0.0656
8606,0.3552,0.5216,0.1232,68.06189865116538,0.2416,0.2212,0.3828,0.006,0.0564,0.092,1136,1388,312,0.2272,0.2776,0.0624
8607,0.3596,0.5104,0.13,68.25197647424854,0.243,0.227,0.372,0.0062,0.0498,0.102,1166,1384,280,0.2332,0.2768,0.056
8608,0.3552,0.5188,0.126,68.45977258517085,0.2422,0.2214,0.3838,0.0046,0.0486,0.0994,1130,1350,266,0.226,0.27,0.0532
8609,0.3416,0.5332,0.1252,68.63147429026138,0.227,0.2258,0.397,0.0034,0.0466,0.1002,1146,1362,250,0.2292,0.2724,0.05
8610,0.34,0.532,0.128,68.74841787739236,0.227,0.2244,0.3968,0.0016,0.046,0.1042,1130,1352,238,0.226,0.2704,0.0476
8611,0.34,0.5272,0.1328,68.85630156050053,0.2206,0.236,0.3886,0.0028,0.0412,0.1108,1194,1386,220,0.2388,0.2772,0.044
8612,0.3404,0.5268,0.1328,68.97264430426247,0.2202,0.237,0.3876,0.0034,0.0414,0.1104,1202,1392,224,0.2404,0.2784,0.0448
8613,0.3388,0.532,0.1292,69.08403194709263,0.2166,0.2404,0.392,0.004,0.0396,0.1074,1222,1400,218,0.2444,0.28,0.0436
8614,0.3232,0.554,0.1228,69.18377438906785,0.2016,0.2384,0.4146,0.0048,0.0404,0.1002,1216,1394,226,0.2432,0.2788,0.0452
8615,0.3096,0.5688,0.1216,69.21072798960185,0.1944,0.2264,0.4326,0.004,0.046,0.0966,1152,1362,250,0.2304,0.2724,0.05
8616,0.3076,0.5664,0.126,69.17688974270467,0.1954,0.2206,0.4362,0.0038,0.0398,0.1042,1122,1302,218,0.2244,0.2604,0.0436
8617,0.3032,0.5696,0.1272,69.14189737993341,0.1932,0.2164,0.4408,0.0036,0.0412,0.1048,1100,1288,224,0.22,0.2576,0.0448
8618,0.3108,0.5652,0.124,69.09598619765715,0.202,0.2136,0.4388,0.004,0.0392,0.1024,1088,1264,216,0.2176,0.2528,0.0432
8619,0.3264,0.5516,0.122,69.0813395301725,0.2166,0.214,0.4238,0.0056,0.0416,0.0984,1098,1278,236,0.2196,0.2556,0.0472
8620,0.3324,0.5484,0.1192,69.12800343997183,0.2208,0.2172,0.4202,0.006,0.0392,0.0966,1116,1282,226,0.2232,0.2564,0.0452
8621,0.3508,0.5376,0.1116,69.20038947110922,0.2278,0.2382,0.3986,0.0078,0.0398,0.0878,1230,1390,238,0.246,0.278,0.0476
8622,0.344,0.5508,0.1052,69.35657451255464,0.2226,0.2346,0.4116,0.0082,0.0438,0.0792,1214,1392,260,0.2428,0.2784,0.052
8623,0.34,0.5592,0.1008,69.4731645881998,0.216,0.2382,0.4194,0.0098,0.0414,0.0752,1240,1398,256,0.248,0.2796,0.0512
8624,0.3464,0.5616,0.092,69.57176904619541,0.223,0.2364,0.4236,0.0104,0.0396,0.067,1234,1380,250,0.2468,0.276,0.05
8625,0.3476,0.5708,0.0816,69.68433983413959,0.2258,0.2334,0.4348,0.0102,0.0386,0.0572,1218,1360,244,0.2436,0.272,0.0488
8626,0.3528,0.5676,0.0796,69.79031380717359,0.2316,0.234,0.4324,0.0084,0.0364,0.0572,1212,1352,224,0.2424,0.2704,0.0448
8627,0.3468,0.5796,0.0736,69.91956347020667,0.2276,0.2322,0.4464,0.0062,0.0342,0.0534,1192,1332,202,0.2384,0.2664,0.0404
8628,0.3508,0.5808,0.0684,70.02441315913812,0.2328,0.229,0.4476,0.007,0.0374,0.0462,1180,1332,222,0.236,0.2664,0.0444
8629,0.3608,0.5716,0.0676,70.1362941605414,0.2384,0.2362,0.4366,0.0086,0.0338,0.0464,1224,1350,212,0.2448,0.27,0.0424
8630,0.3636,0.5728,0.0636,70.28876806257635,0.2404,0.2378,0.4374,0.0086,0.033,0.0428,1232,1354,208,0.2464,0.2708,0.0416
8631,0.3572,0.5824,0.0604,70.44581416999722,0.233,0.2402,0.4472,0.0082,0.0302,0.0412,1242,1352,192,0.2484,0.2704,0.0384
8632,0.3664,0.5792,0.0544,70.57145163418873,0.2454,0.2324,0.449,0.0096,0.028,0.0356,1210,1302,188,0.242,0.2604,0.0376
8633,0.3576,0.5952,0.0472,70.70785593087929,0.243,0.2214,0.4712,0.0078,0.0266,0.03,1146,1240,172,0.2292,0.248,0.0344
8634,0.3692,0.5916,0.0392,70.79072372393057,0.2496,0.2312,0.465,0.008,0.022,0.0242,1196,1266,150,0.2392,0.2532,0.03
8635,0.3708,0.5928,0.0364,70.9168852250163,0.2474,0.238,0.4628,0.0088,0.022,0.021,1234,1300,154,0.2468,0.26,0.0308
8636,0.362,0.61,0.028,71.04659455236128,0.2444,0.2268,0.4874,0.0084,0.0184,0.0146,1176,1226,134,0.2352,0.2452,0.0268
8637,0.368,0.6144,0.0176,71.11659689173912,0.2518,0.2252,0.4948,0.0072,0.014,0.007,1162,1196,106,0.2324,0.2392,0.0212
8638,0.372,0.6144,0.0136,71.19553093579334,0.2506,0.237,0.4904,0.0058,0.011,0.0052,1214,1240,84,0.2428,0.248,0.0168
8639,0.36,0.6324,0.0076,71.29816689856148,0.244,0.2298,0.5134,0.0022,0.0082,0.0024,1160,1190,52,0.232,0.238,0.0104
8640,0.356,0.6364,0.0076,71.34294368455086,0.2388,0.2328,0.5156,0.0016,0.0088,0.0024,1172,1208,52,0.2344,0.2416,0.0104
8641,0.3544,0.6396,0.006,71.371505720593,0.2364,0.235,0.518,0.001,0.0082,0.0014,1180,1216,46,0.236,0.2432,0.0092
8642,0.356,0.6388,0.0052,71.3904490826979,0.2328,0.246,0.512,0.0004,0.0076,0.0012,1232,1268,40,0.2464,0.2536,0.008
8643,0.3604,0.6348,0.0048,71.42295987924213,0.2358,0.2482,0.5072,0.001,0.007,0.0008,1246,1276,40,0.2492,0.2552,0.008
8644,0.3556,0.6396,0.0048,71.46495428329395,0.2282,0.2538,0.5102,0.001,0.005,0.0018,1274,1294,30,0.2548,0.2588,0.006
8645,0.3468,0.6468,0.0064,71.48765577979636,0.2248,0.2422,0.5224,0.0018,0.0066,0.0022,1220,1244,42,0.244,0.2488,0.0084
8646,0.326,0.6656,0.0084,71.46078260333726,0.2084,0.2336,0.5448,0.0016,0.008,0.0036,1176,1208,48,0.2352,0.2416,0.0096
8647,0.324,0.6664,0.0096,71.35031669639885,0.2094,0.228,0.5472,0.0012,0.0104,0.0038,1146,1192,58,0.2292,0.2384,0.0116
8648,0.3272,0.6644,0.0084,71.23551325499963,0.212,0.2296,0.545,0.0008,0.0092,0.0034,1152,1194,50,0.2304,0.2388,0.01
8649,0.3288,0.6628,0.0084,71.13899743718426,0.2104,0.2362,0.5402,0.0006,0.009,0.0036,1184,1226,48,0.2368,0.2452,0.0096
8650,0.3496,0.6416,0.0088,71.05974148375209,0.2258,0.2468,0.514,0.0008,0.0084,0.0042,1238,1276,46,0.2476,0.2552,0.0092
8651,0.3308,0.6576,0.0116,71.07228093733399,0.2064,0.2482,0.529,0.0006,0.009,0.0068,1244,1286,48,0.2488,0.2572,0.0096
8652,0.3208,0.6676,0.0116,71.01587577148706,0.1986,0.2436,0.5414,0.0008,0.0088,0.0068,1222,1262,48,0.2444,0.2524,0.0096
8653,0.3096,0.678,0.0124,70.91971301010923,0.1926,0.2338,0.5568,0.0002,0.0086,0.008,1170,1212,44,0.234,0.2424,0.0088
8654,0.292,0.6952,0.0128,70.78034347348496,0.1824,0.2192,0.5818,0.0,0.0076,0.009,1096,1134,38,0.2192,0.2268,0.0076
8655,0.2872,0.6972,0.0156,70.57089778161196,0.1774,0.2196,0.583,0.0,0.0088,0.0112,1098,1142,44,0.2196,0.2284,0.0088
8656,0.2736,0.7088,0.0176,70.36199360549877,0.1706,0.2058,0.6014,0.0002,0.009,0.013,1030,1074,46,0.206,0.2148,0.0092
8657,0.2652,0.716,0.0188,70.10453414275075,0.1686,0.193,0.614,0.0002,0.011,0.0132,966,1020,56,0.1932,0.204,0.0112
8658,0.2636,0.7132,0.0232,69.82023934534695,0.1676,0.1918,0.6118,0.0002,0.011,0.0176,960,1014,56,0.192,0.2028,0.0112
8659,0.2632,0.712,0.0248,69.55057909361575,0.1716,0.183,0.614,0.0002,0.013,0.0182,916,980,66,0.1832,0.196,0.0132
8660,0.2672,0.7064,0.0264,69.28514229233579,0.1718,0.1908,0.6034,0.0,0.0152,0.0188,954,1030,76,0.1908,0.206,0.0152
8661,0.2708,0.6988,0.0304,69.05913153403716,0.1754,0.1906,0.596,0.0002,0.015,0.0228,954,1028,76,0.1908,0.2056,0.0152
8662,0.2804,0.684,0.0356,68.85932442974139,0.177,0.2068,0.5722,0.0,0.0168,0.0272,1034,1118,84,0.2068,0.2236,0.0168
8663,0.2724,0.6908,0.0368,68.7247518729867,0.1704,0.204,0.5812,0.0,0.0152,0.0292,1020,1096,76,0.204,0.2192,0.0152
8664,0.2664,0.6888,0.0448,68.55765472236523,0.1704,0.1912,0.5852,0.0008,0.016,0.0364,960,1036,84,0.192,0.2072,0.0168
8665,0.2748,0.6756,0.0496,68.36066309279937,0.171,0.2066,0.564,0.001,0.0166,0.0408,1038,1116,88,0.2076,0.2232,0.0176
8666,0.2732,0.6736,0.0532,68.2201333845982,0.1734,0.199,0.5652,0.0006,0.0178,0.044,998,1084,92,0.1996,0.2168,0.0184
8667,0.2664,0.682,0.0516,68.06912955540274,0.166,0.1988,0.5746,0.002,0.016,0.0426,1004,1074,90,0.2008,0.2148,0.018
8668,0.2744,0.6744,0.0512,67.8885903133559,0.171,0.205,0.5648,0.0018,0.0142,0.0432,1034,1096,80,0.2068,0.2192,0.016
8669,0.2804,0.6684,0.0512,67.74854834868684,0.1772,0.2044,0.558,0.002,0.0164,0.042,1032,1104,92,0.2064,0.2208,0.0184
8670,0.2744,0.674,0.0516,67.63077032943734,0.17,0.2076,0.562,0.0012,0.0164,0.0428,1044,1120,88,0.2088,0.224,0.0176
8671,0.2768,0.6724,0.0508,67.49647195630946,0.1774,0.1972,0.5646,0.0016,0.0184,0.0408,994,1078,100,0.1988,0.2156,0.02
8672,0.2768,0.6708,0.0524,67.361764299688,0.1788,0.194,0.565,0.002,0.0176,0.0426,980,1058,98,0.196,0.2116,0.0196
8673,0.2968,0.6516,0.0516,67.22809507033888,0.195,0.2012,0.5424,0.0024,0.0172,0.0418,1018,1092,98,0.2036,0.2184,0.0196
8674,0.3052,0.6464,0.0484,67.18081111289736,0.2008,0.2062,0.5336,0.0026,0.0194,0.0374,1044,1128,110,0.2088,0.2256,0.022
8675,0.3184,0.6324,0.0492,67.16914028117495,0.2108,0.2124,0.5164,0.0028,0.0196,0.038,1076,1160,112,0.2152,0.232,0.0224
8676,0.3184,0.6368,0.0448,67.21500565491918,0.2136,0.2062,0.5224,0.0034,0.0226,0.0318,1048,1144,130,0.2096,0.2288,0.026
8677,0.3236,0.6328,0.0436,67.24203333644274,0.2168,0.2114,0.5136,0.0022,0.027,0.029,1068,1192,146,0.2136,0.2384,0.0292
8678,0.33,0.6248,0.0452,67.28993774602465,0.219,0.2188,0.503,0.0032,0.0248,0.0312,1110,1218,140,0.222,0.2436,0.028
8679,0.3228,0.6328,0.0444,67.3616285559619,0.2126,0.217,0.5112,0.0034,0.0262,0.0296,1102,1216,148,0.2204,0.2432,0.0296
8680,0.318,0.6344,0.0476,67.39352513648714,0.21,0.2128,0.515,0.0032,0.026,0.033,1080,1194,146,0.216,0.2388,0.0292
8681,0.3224,0.6216,0.056,67.39936754894762,0.2152,0.211,0.5004,0.0034,0.0314,0.0386,1072,1212,174,0.2144,0.2424,0.0348
8682,0.324,0.6112,0.0648,67.4193767216321,0.2152,0.2148,0.488,0.0028,0.0316,0.0476,1088,1232,172,0.2176,0.2464,0.0344
8683,0.3144,0.612,0.0736,67.45033643928636,0.2094,0.2062,0.493,0.0038,0.0318,0.0558,1050,1190,178,0.21,0.238,0.0356
8684,0.3132,0.6112,0.0756,67.43297503850972,0.2108,0.1998,0.4952,0.005,0.0322,0.057,1024,1160,186,0.2048,0.232,0.0372
8685,0.328,0.5924,0.0796,67.3997502973472,0.2248,0.2,0.4758,0.0064,0.0332,0.0598,1032,1166,198,0.2064,0.2332,0.0396
8686,0.3332,0.5852,0.0816,67.4199927260717,0.2264,0.2088,0.4652,0.0048,0.0312,0.0636,1068,1200,180,0.2136,0.24,0.036
8687,0.3412,0.5788,0.08,67.46979429896109,0.2338,0.2108,0.4592,0.004,0.0284,0.0638,1074,1196,162,0.2148,0.2392,0.0324
